claim_id,product_category,product_name,claim_text,greenwashing_type,vagueness_score,evidence_present,certification_present,credibility_score,consumer_risk_score,environmental_confidence,greenwashing_risk,why_flagged,eco_alternatives,waste_type,waste_guidance,educational_note,qr_code_id
761,Clothing,Clothing Product 761,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Prefer GOTS-certified organic cotton or recycled fabric brands,Textile,"Donate, reuse, or recycle through textile programs",Greenwashing often relies on vague environmental claims,ECO-1761
762,Food Packaging,Food Packaging Product 762,This product is eco-friendly and green,No Proof,0.7,1,0,46,54,36,Medium,Claim lacks sufficient measurable evidence,Use certified biodegradable or compostable packaging,Biodegradable,Dispose in compostable waste where facilities exist,Greenwashing often relies on vague environmental claims,ECO-1762
763,Electronics,Electronics Product 763,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1763
764,Home Cleaning,Home Cleaning Product 764,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1764
765,Personal Care,Personal Care Product 765,Made with 30% recycled materials and FSC certified,None,0.4,1,1,92,8,92,Low,Claim is supported by measurable evidence or certification,Choose products with transparent ingredient disclosure,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1765
766,Beverages,Beverages Product 766,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,Prefer reusable glass or aluminum containers,Glass / Aluminum,Recycle through municipal recycling systems,Greenwashing often relies on vague environmental claims,ECO-1766
767,Baby Products,Baby Products Product 767,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Select products certified for safety and sustainability,Mixed,Segregate components before disposal,Greenwashing often relies on vague environmental claims,ECO-1767
768,Stationery,Stationery Product 768,This product is eco-friendly,No Proof,0.1,1,0,58,42,48,Medium,Claim lacks sufficient measurable evidence,Use recycled paper or refillable stationery,Paper,Recycle or compost if untreated,Greenwashing often relies on vague environmental claims,ECO-1768
769,Furniture,Furniture Product 769,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Prefer FSC-certified wood and low-VOC finishes,Wood / Mixed,Reuse or dispose according to local regulations,Greenwashing often relies on vague environmental claims,ECO-1769
770,Cosmetics,Cosmetics Product 770,Made with 30% recycled materials and FSC certified,No Proof,0.7,0,1,46,54,56,Medium,Claim lacks sufficient measurable evidence,Choose products with FSC-certified packaging and cruelty-free labels,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1770
771,Clothing,Clothing Product 771,This product is eco-friendly and green and sustainable,No Proof,0.9,1,0,42,58,32,Medium,Claim lacks sufficient measurable evidence,Prefer GOTS-certified organic cotton or recycled fabric brands,Textile,"Donate, reuse, or recycle through textile programs",Greenwashing often relies on vague environmental claims,ECO-1771
772,Food Packaging,Food Packaging Product 772,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,Use certified biodegradable or compostable packaging,Biodegradable,Dispose in compostable waste where facilities exist,Greenwashing often relies on vague environmental claims,ECO-1772
773,Electronics,Electronics Product 773,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1773
774,Home Cleaning,Home Cleaning Product 774,This product is eco-friendly and green,No Proof,0.7,1,0,46,54,36,Medium,Claim lacks sufficient measurable evidence,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1774
775,Personal Care,Personal Care Product 775,Made with 30% recycled materials and FSC certified,No Proof,0.9,0,1,42,58,52,Medium,Claim lacks sufficient measurable evidence,Choose products with transparent ingredient disclosure,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1775
776,Beverages,Beverages Product 776,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,Prefer reusable glass or aluminum containers,Glass / Aluminum,Recycle through municipal recycling systems,Greenwashing often relies on vague environmental claims,ECO-1776
777,Baby Products,Baby Products Product 777,This product is eco-friendly,No Proof,0.4,1,0,52,48,42,Medium,Claim lacks sufficient measurable evidence,Select products certified for safety and sustainability,Mixed,Segregate components before disposal,Greenwashing often relies on vague environmental claims,ECO-1777
778,Stationery,Stationery Product 778,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,Use recycled paper or refillable stationery,Paper,Recycle or compost if untreated,Greenwashing often relies on vague environmental claims,ECO-1778
779,Furniture,Furniture Product 779,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Prefer FSC-certified wood and low-VOC finishes,Wood / Mixed,Reuse or dispose according to local regulations,Greenwashing often relies on vague environmental claims,ECO-1779
780,Cosmetics,Cosmetics Product 780,Made with 30% recycled materials and FSC certified,None,0.1,1,1,98,2,98,Low,Claim is supported by measurable evidence or certification,Choose products with FSC-certified packaging and cruelty-free labels,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1780
781,Clothing,Clothing Product 781,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Prefer GOTS-certified organic cotton or recycled fabric brands,Textile,"Donate, reuse, or recycle through textile programs",Greenwashing often relies on vague environmental claims,ECO-1781
782,Food Packaging,Food Packaging Product 782,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,Use certified biodegradable or compostable packaging,Biodegradable,Dispose in compostable waste where facilities exist,Greenwashing often relies on vague environmental claims,ECO-1782
783,Electronics,Electronics Product 783,This product is eco-friendly and green and sustainable,No Proof,0.9,1,0,42,58,32,Medium,Claim lacks sufficient measurable evidence,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1783
784,Home Cleaning,Home Cleaning Product 784,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1784
785,Personal Care,Personal Care Product 785,Made with 30% recycled materials and FSC certified,No Proof,0.4,0,1,52,48,62,Medium,Claim lacks sufficient measurable evidence,Choose products with transparent ingredient disclosure,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1785
786,Beverages,Beverages Product 786,This product is eco-friendly and green,No Proof,0.7,1,0,46,54,36,Medium,Claim lacks sufficient measurable evidence,Prefer reusable glass or aluminum containers,Glass / Aluminum,Recycle through municipal recycling systems,Greenwashing often relies on vague environmental claims,ECO-1786
787,Baby Products,Baby Products Product 787,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Select products certified for safety and sustainability,Mixed,Segregate components before disposal,Greenwashing often relies on vague environmental claims,ECO-1787
788,Stationery,Stationery Product 788,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,Use recycled paper or refillable stationery,Paper,Recycle or compost if untreated,Greenwashing often relies on vague environmental claims,ECO-1788
789,Furniture,Furniture Product 789,This product is eco-friendly,No Proof,0.4,1,0,52,48,42,Medium,Claim lacks sufficient measurable evidence,Prefer FSC-certified wood and low-VOC finishes,Wood / Mixed,Reuse or dispose according to local regulations,Greenwashing often relies on vague environmental claims,ECO-1789
790,Cosmetics,Cosmetics Product 790,Made with 30% recycled materials and FSC certified,No Proof,0.7,0,1,46,54,56,Medium,Claim lacks sufficient measurable evidence,Choose products with FSC-certified packaging and cruelty-free labels,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1790
791,Clothing,Clothing Product 791,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Prefer GOTS-certified organic cotton or recycled fabric brands,Textile,"Donate, reuse, or recycle through textile programs",Greenwashing often relies on vague environmental claims,ECO-1791
792,Food Packaging,Food Packaging Product 792,This product is eco-friendly,No Proof,0.1,1,0,58,42,48,Medium,Claim lacks sufficient measurable evidence,Use certified biodegradable or compostable packaging,Biodegradable,Dispose in compostable waste where facilities exist,Greenwashing often relies on vague environmental claims,ECO-1792
793,Electronics,Electronics Product 793,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1793
794,Home Cleaning,Home Cleaning Product 794,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1794
795,Personal Care,Personal Care Product 795,Made with 30% recycled materials and FSC certified,None,0.9,1,1,82,18,82,Low,Claim is supported by measurable evidence or certification,Choose products with transparent ingredient disclosure,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1795
796,Beverages,Beverages Product 796,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,Prefer reusable glass or aluminum containers,Glass / Aluminum,Recycle through municipal recycling systems,Greenwashing often relies on vague environmental claims,ECO-1796
797,Baby Products,Baby Products Product 797,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Select products certified for safety and sustainability,Mixed,Segregate components before disposal,Greenwashing often relies on vague environmental claims,ECO-1797
798,Stationery,Stationery Product 798,This product is eco-friendly and green,No Proof,0.7,1,0,46,54,36,Medium,Claim lacks sufficient measurable evidence,Use recycled paper or refillable stationery,Paper,Recycle or compost if untreated,Greenwashing often relies on vague environmental claims,ECO-1798
799,Furniture,Furniture Product 799,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Prefer FSC-certified wood and low-VOC finishes,Wood / Mixed,Reuse or dispose according to local regulations,Greenwashing often relies on vague environmental claims,ECO-1799
800,Cosmetics,Cosmetics Product 800,Made with 30% recycled materials and FSC certified,No Proof,0.1,0,1,58,42,68,Medium,Claim lacks sufficient measurable evidence,Choose products with FSC-certified packaging and cruelty-free labels,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1800
801,Clothing,Clothing Product 801,This product is eco-friendly,No Proof,0.4,1,0,52,48,42,Medium,Claim lacks sufficient measurable evidence,Prefer GOTS-certified organic cotton or recycled fabric brands,Textile,"Donate, reuse, or recycle through textile programs",Greenwashing often relies on vague environmental claims,ECO-1801
802,Food Packaging,Food Packaging Product 802,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,Use certified biodegradable or compostable packaging,Biodegradable,Dispose in compostable waste where facilities exist,Greenwashing often relies on vague environmental claims,ECO-1802
803,Electronics,Electronics Product 803,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1803
804,Home Cleaning,Home Cleaning Product 804,This product is eco-friendly,No Proof,0.1,1,0,58,42,48,Medium,Claim lacks sufficient measurable evidence,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1804
805,Personal Care,Personal Care Product 805,Made with 30% recycled materials and FSC certified,No Proof,0.4,0,1,52,48,62,Medium,Claim lacks sufficient measurable evidence,Choose products with transparent ingredient disclosure,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1805
806,Beverages,Beverages Product 806,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,Prefer reusable glass or aluminum containers,Glass / Aluminum,Recycle through municipal recycling systems,Greenwashing often relies on vague environmental claims,ECO-1806
807,Baby Products,Baby Products Product 807,This product is eco-friendly and green and sustainable,No Proof,0.9,1,0,42,58,32,Medium,Claim lacks sufficient measurable evidence,Select products certified for safety and sustainability,Mixed,Segregate components before disposal,Greenwashing often relies on vague environmental claims,ECO-1807
808,Stationery,Stationery Product 808,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,Use recycled paper or refillable stationery,Paper,Recycle or compost if untreated,Greenwashing often relies on vague environmental claims,ECO-1808
809,Furniture,Furniture Product 809,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Prefer FSC-certified wood and low-VOC finishes,Wood / Mixed,Reuse or dispose according to local regulations,Greenwashing often relies on vague environmental claims,ECO-1809
810,Cosmetics,Cosmetics Product 810,Made with 30% recycled materials and FSC certified,None,0.7,1,1,86,14,86,Low,Claim is supported by measurable evidence or certification,Choose products with FSC-certified packaging and cruelty-free labels,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1810
811,Clothing,Clothing Product 811,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Prefer GOTS-certified organic cotton or recycled fabric brands,Textile,"Donate, reuse, or recycle through textile programs",Greenwashing often relies on vague environmental claims,ECO-1811
812,Food Packaging,Food Packaging Product 812,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,Use certified biodegradable or compostable packaging,Biodegradable,Dispose in compostable waste where facilities exist,Greenwashing often relies on vague environmental claims,ECO-1812
813,Electronics,Electronics Product 813,This product is eco-friendly,No Proof,0.4,1,0,52,48,42,Medium,Claim lacks sufficient measurable evidence,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1813
814,Home Cleaning,Home Cleaning Product 814,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1814
815,Personal Care,Personal Care Product 815,Made with 30% recycled materials and FSC certified,No Proof,0.9,0,1,42,58,52,Medium,Claim lacks sufficient measurable evidence,Choose products with transparent ingredient disclosure,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1815
816,Beverages,Beverages Product 816,This product is eco-friendly,No Proof,0.1,1,0,58,42,48,Medium,Claim lacks sufficient measurable evidence,Prefer reusable glass or aluminum containers,Glass / Aluminum,Recycle through municipal recycling systems,Greenwashing often relies on vague environmental claims,ECO-1816
817,Baby Products,Baby Products Product 817,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Select products certified for safety and sustainability,Mixed,Segregate components before disposal,Greenwashing often relies on vague environmental claims,ECO-1817
818,Stationery,Stationery Product 818,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,Use recycled paper or refillable stationery,Paper,Recycle or compost if untreated,Greenwashing often relies on vague environmental claims,ECO-1818
819,Furniture,Furniture Product 819,This product is eco-friendly and green and sustainable,No Proof,0.9,1,0,42,58,32,Medium,Claim lacks sufficient measurable evidence,Prefer FSC-certified wood and low-VOC finishes,Wood / Mixed,Reuse or dispose according to local regulations,Greenwashing often relies on vague environmental claims,ECO-1819
820,Cosmetics,Cosmetics Product 820,Made with 30% recycled materials and FSC certified,No Proof,0.1,0,1,58,42,68,Medium,Claim lacks sufficient measurable evidence,Choose products with FSC-certified packaging and cruelty-free labels,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1820
821,Clothing,Clothing Product 821,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Prefer GOTS-certified organic cotton or recycled fabric brands,Textile,"Donate, reuse, or recycle through textile programs",Greenwashing often relies on vague environmental claims,ECO-1821
822,Food Packaging,Food Packaging Product 822,This product is eco-friendly and green,No Proof,0.7,1,0,46,54,36,Medium,Claim lacks sufficient measurable evidence,Use certified biodegradable or compostable packaging,Biodegradable,Dispose in compostable waste where facilities exist,Greenwashing often relies on vague environmental claims,ECO-1822
823,Electronics,Electronics Product 823,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1823
824,Home Cleaning,Home Cleaning Product 824,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1824
825,Personal Care,Personal Care Product 825,Made with 30% recycled materials and FSC certified,None,0.4,1,1,92,8,92,Low,Claim is supported by measurable evidence or certification,Choose products with transparent ingredient disclosure,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1825
826,Beverages,Beverages Product 826,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,Prefer reusable glass or aluminum containers,Glass / Aluminum,Recycle through municipal recycling systems,Greenwashing often relies on vague environmental claims,ECO-1826
827,Baby Products,Baby Products Product 827,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Select products certified for safety and sustainability,Mixed,Segregate components before disposal,Greenwashing often relies on vague environmental claims,ECO-1827
828,Stationery,Stationery Product 828,This product is eco-friendly,No Proof,0.1,1,0,58,42,48,Medium,Claim lacks sufficient measurable evidence,Use recycled paper or refillable stationery,Paper,Recycle or compost if untreated,Greenwashing often relies on vague environmental claims,ECO-1828
829,Furniture,Furniture Product 829,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Prefer FSC-certified wood and low-VOC finishes,Wood / Mixed,Reuse or dispose according to local regulations,Greenwashing often relies on vague environmental claims,ECO-1829
830,Cosmetics,Cosmetics Product 830,Made with 30% recycled materials and FSC certified,No Proof,0.7,0,1,46,54,56,Medium,Claim lacks sufficient measurable evidence,Choose products with FSC-certified packaging and cruelty-free labels,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1830
831,Clothing,Clothing Product 831,This product is eco-friendly and green and sustainable,No Proof,0.9,1,0,42,58,32,Medium,Claim lacks sufficient measurable evidence,Prefer GOTS-certified organic cotton or recycled fabric brands,Textile,"Donate, reuse, or recycle through textile programs",Greenwashing often relies on vague environmental claims,ECO-1831
832,Food Packaging,Food Packaging Product 832,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,Use certified biodegradable or compostable packaging,Biodegradable,Dispose in compostable waste where facilities exist,Greenwashing often relies on vague environmental claims,ECO-1832
833,Electronics,Electronics Product 833,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1833
834,Home Cleaning,Home Cleaning Product 834,This product is eco-friendly and green,No Proof,0.7,1,0,46,54,36,Medium,Claim lacks sufficient measurable evidence,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1834
835,Personal Care,Personal Care Product 835,Made with 30% recycled materials and FSC certified,No Proof,0.9,0,1,42,58,52,Medium,Claim lacks sufficient measurable evidence,Choose products with transparent ingredient disclosure,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1835
836,Beverages,Beverages Product 836,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,Prefer reusable glass or aluminum containers,Glass / Aluminum,Recycle through municipal recycling systems,Greenwashing often relies on vague environmental claims,ECO-1836
837,Baby Products,Baby Products Product 837,This product is eco-friendly,No Proof,0.4,1,0,52,48,42,Medium,Claim lacks sufficient measurable evidence,Select products certified for safety and sustainability,Mixed,Segregate components before disposal,Greenwashing often relies on vague environmental claims,ECO-1837
838,Stationery,Stationery Product 838,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,Use recycled paper or refillable stationery,Paper,Recycle or compost if untreated,Greenwashing often relies on vague environmental claims,ECO-1838
839,Furniture,Furniture Product 839,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Prefer FSC-certified wood and low-VOC finishes,Wood / Mixed,Reuse or dispose according to local regulations,Greenwashing often relies on vague environmental claims,ECO-1839
840,Cosmetics,Cosmetics Product 840,Made with 30% recycled materials and FSC certified,None,0.1,1,1,98,2,98,Low,Claim is supported by measurable evidence or certification,Choose products with FSC-certified packaging and cruelty-free labels,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1840
841,Clothing,Clothing Product 841,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Prefer GOTS-certified organic cotton or recycled fabric brands,Textile,"Donate, reuse, or recycle through textile programs",Greenwashing often relies on vague environmental claims,ECO-1841
842,Food Packaging,Food Packaging Product 842,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,Use certified biodegradable or compostable packaging,Biodegradable,Dispose in compostable waste where facilities exist,Greenwashing often relies on vague environmental claims,ECO-1842
843,Electronics,Electronics Product 843,This product is eco-friendly and green and sustainable,No Proof,0.9,1,0,42,58,32,Medium,Claim lacks sufficient measurable evidence,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1843
844,Home Cleaning,Home Cleaning Product 844,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1844
845,Personal Care,Personal Care Product 845,Made with 30% recycled materials and FSC certified,No Proof,0.4,0,1,52,48,62,Medium,Claim lacks sufficient measurable evidence,Choose products with transparent ingredient disclosure,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1845
846,Beverages,Beverages Product 846,This product is eco-friendly and green,No Proof,0.7,1,0,46,54,36,Medium,Claim lacks sufficient measurable evidence,Prefer reusable glass or aluminum containers,Glass / Aluminum,Recycle through municipal recycling systems,Greenwashing often relies on vague environmental claims,ECO-1846
847,Baby Products,Baby Products Product 847,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Select products certified for safety and sustainability,Mixed,Segregate components before disposal,Greenwashing often relies on vague environmental claims,ECO-1847
848,Stationery,Stationery Product 848,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,Use recycled paper or refillable stationery,Paper,Recycle or compost if untreated,Greenwashing often relies on vague environmental claims,ECO-1848
849,Furniture,Furniture Product 849,This product is eco-friendly,No Proof,0.4,1,0,52,48,42,Medium,Claim lacks sufficient measurable evidence,Prefer FSC-certified wood and low-VOC finishes,Wood / Mixed,Reuse or dispose according to local regulations,Greenwashing often relies on vague environmental claims,ECO-1849
850,Cosmetics,Cosmetics Product 850,Made with 30% recycled materials and FSC certified,No Proof,0.7,0,1,46,54,56,Medium,Claim lacks sufficient measurable evidence,Choose products with FSC-certified packaging and cruelty-free labels,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1850
851,Clothing,Clothing Product 851,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Prefer GOTS-certified organic cotton or recycled fabric brands,Textile,"Donate, reuse, or recycle through textile programs",Greenwashing often relies on vague environmental claims,ECO-1851
852,Food Packaging,Food Packaging Product 852,This product is eco-friendly,No Proof,0.1,1,0,58,42,48,Medium,Claim lacks sufficient measurable evidence,Use certified biodegradable or compostable packaging,Biodegradable,Dispose in compostable waste where facilities exist,Greenwashing often relies on vague environmental claims,ECO-1852
853,Electronics,Electronics Product 853,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1853
854,Home Cleaning,Home Cleaning Product 854,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1854
855,Personal Care,Personal Care Product 855,Made with 30% recycled materials and FSC certified,None,0.9,1,1,82,18,82,Low,Claim is supported by measurable evidence or certification,Choose products with transparent ingredient disclosure,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1855
856,Beverages,Beverages Product 856,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,Prefer reusable glass or aluminum containers,Glass / Aluminum,Recycle through municipal recycling systems,Greenwashing often relies on vague environmental claims,ECO-1856
857,Baby Products,Baby Products Product 857,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Select products certified for safety and sustainability,Mixed,Segregate components before disposal,Greenwashing often relies on vague environmental claims,ECO-1857
858,Stationery,Stationery Product 858,This product is eco-friendly and green,No Proof,0.7,1,0,46,54,36,Medium,Claim lacks sufficient measurable evidence,Use recycled paper or refillable stationery,Paper,Recycle or compost if untreated,Greenwashing often relies on vague environmental claims,ECO-1858
859,Furniture,Furniture Product 859,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Prefer FSC-certified wood and low-VOC finishes,Wood / Mixed,Reuse or dispose according to local regulations,Greenwashing often relies on vague environmental claims,ECO-1859
860,Cosmetics,Cosmetics Product 860,Made with 30% recycled materials and FSC certified,No Proof,0.1,0,1,58,42,68,Medium,Claim lacks sufficient measurable evidence,Choose products with FSC-certified packaging and cruelty-free labels,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1860
861,Clothing,Clothing Product 861,This product is eco-friendly,No Proof,0.4,1,0,52,48,42,Medium,Claim lacks sufficient measurable evidence,Prefer GOTS-certified organic cotton or recycled fabric brands,Textile,"Donate, reuse, or recycle through textile programs",Greenwashing often relies on vague environmental claims,ECO-1861
862,Food Packaging,Food Packaging Product 862,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,Use certified biodegradable or compostable packaging,Biodegradable,Dispose in compostable waste where facilities exist,Greenwashing often relies on vague environmental claims,ECO-1862
